indicator,date,city,region,cases
Cases,2020-11-03,Badr Al Janub,Najran,1
Cases,2020-11-03,Sikaka,Al Jawf,2
Cases,2020-11-03,Abha,Aseer,2
Cases,2020-11-03,Turayf,Northern Borders,9
Cases,2020-11-03,ʻUnayzah,Al Qaseem,1
Cases,2020-11-03,Al Qahmah,Aseer,3
Cases,2020-11-03,Al HaʼIt,Hail,3
Cases,2020-11-03,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-11-03,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-11-03,Rafha,Northern Borders,1
Cases,2020-11-03,Al Mubarraz,Eastern Region,2
Cases,2020-11-04,Khubash,Najran,2
Cases,2020-11-04,Abha,Aseer,2
Cases,2020-11-04,Al MajmaʻAh,Ar Riyad,2
Cases,2020-11-04,Ad Dammam,Eastern Region,13
Cases,2020-11-04,Al Hufuf,Eastern Region,11
Cases,2020-11-04,Mulayjah,Eastern Region,1
Cases,2020-11-04,Al Qatif,Eastern Region,1
Cases,2020-11-04,Al ʻAqiq,Al Bahah,10
Cases,2020-11-04,Al ʻUla,Al Madinah Al Munawwarah,2
Cases,2020-11-04,Al Midhnab,Al Qaseem,1
Cases,2020-11-04,Al Bukayriyyah,Al Qaseem,3
Cases,2020-11-04,Tarj,Aseer,2
Cases,2020-11-04,Al Mubarraz,Eastern Region,5
Cases,2020-11-05,Ar Riyad,Ar Riyad,69
Cases,2020-11-05,Ad Duwadimi,Ar Riyad,1
Cases,2020-11-05,Al Jubayl,Eastern Region,1
Cases,2020-11-05,Al Qaysumah,Eastern Region,1
Cases,2020-11-05,An NuʻAyriyyah,Eastern Region,3
Cases,2020-11-05,Al Kharj,Ar Riyad,2
Cases,2020-11-05,Al Harth,Jazan,1
Cases,2020-11-05,Wadi Ad Dawasir,Ar Riyad,3
Cases,2020-11-05,Al Mubarraz,Eastern Region,3
Cases,2020-11-06,Sikaka,Al Jawf,1
Cases,2020-11-06,Abha,Aseer,2
Cases,2020-11-06,Al MajmaʻAh,Ar Riyad,7
Cases,2020-11-06,Ad Duwadimi,Ar Riyad,1
Cases,2020-11-06,Ad͟H D͟Hahran,Eastern Region,2
Cases,2020-11-06,Al Lith,Makkah Al Mukarramah,4
Cases,2020-11-06,Umlujj,Tabuk,1
Cases,2020-11-06,Al QuwayʻIyyah,Ar Riyad,1
Cases,2020-11-06,Ar Rayth,Jazan,1
Cases,2020-11-06,Al Mubarraz,Eastern Region,2
Cases,2020-11-07,Ahad Rifaydah,Aseer,1
Cases,2020-11-07,ʻArʻAr,Northern Borders,6
Cases,2020-11-07,Al MajmaʻAh,Ar Riyad,1
Cases,2020-11-07,Al Hufuf,Eastern Region,12
Cases,2020-11-07,Jeddah,Makkah Al Mukarramah,22
Cases,2020-11-07,Ad͟H D͟Hahran,Eastern Region,13
Cases,2020-11-07,Al Qurayyat,Al Jawf,1
Cases,2020-11-07,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-11-07,Yadamah,Najran,1
Cases,2020-11-07,Al ʻAqiq,Al Bahah,7
Cases,2020-11-07,Duba,Tabuk,1
Cases,2020-11-07,Rafha,Northern Borders,5
Cases,2020-11-07,Al ʻIs,Al Madinah Al Munawwarah,3
Cases,2020-11-07,Adam,Makkah Al Mukarramah,2
Cases,2020-11-07,Qaryat Al 'Ulya,Eastern Region,2
Cases,2020-11-07,Wadi Ad Dawasir,Ar Riyad,1
Cases,2020-11-07,Al Mubarraz,Eastern Region,3
Cases,2020-11-07,Billasmar,Aseer,1
Cases,2020-11-08,Khulays,Makkah Al Mukarramah,2
Cases,2020-11-08,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,59
Cases,2020-11-08,Ad Dammam,Eastern Region,7
Cases,2020-11-08,Al Khubar,Eastern Region,4
Cases,2020-11-08,Jeddah,Makkah Al Mukarramah,22
Cases,2020-11-08,Al Qurayyat,Al Jawf,3
Cases,2020-11-08,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-11-08,Khaybar,Al Madinah Al Munawwarah,2
Cases,2020-11-08,Al ʻUla,Al Madinah Al Munawwarah,3
Cases,2020-11-08,Taymaʼ,Tabuk,1
Cases,2020-11-08,Hafar Al Batin,Eastern Region,1
Cases,2020-11-08,Al Midhnab,Al Qaseem,1
Cases,2020-11-08,Adam,Makkah Al Mukarramah,1
Cases,2020-11-08,Qaryat Al 'Ulya,Eastern Region,5
Cases,2020-11-08,Billasmar,Aseer,4
Cases,2020-11-09,Sikaka,Al Jawf,1
Cases,2020-11-09,ʻArʻAr,Northern Borders,4
Cases,2020-11-09,ʻAfif,Ar Riyad,1
Cases,2020-11-09,Al MajmaʻAh,Ar Riyad,2
Cases,2020-11-09,Ad Dammam,Eastern Region,8
Cases,2020-11-09,Ar Riyad,Ar Riyad,60
Cases,2020-11-09,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-11-09,Yadamah,Najran,1
Cases,2020-11-09,Al Hinakiyyah,Al Madinah Al Munawwarah,4
Cases,2020-11-09,Huraymilaʼ,Ar Riyad,1
Cases,2020-11-09,Al Bukayriyyah,Al Qaseem,2
Cases,2020-11-09,Al Hajrah,Al Bahah,6
Cases,2020-11-09,Al Kharj,Ar Riyad,1
Cases,2020-11-09,Al Hamnah,Al Madinah Al Munawwarah,1
Cases,2020-11-09,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-11-10,At Tuwal,Jazan,1
Cases,2020-11-10,Bariq,Aseer,3
Cases,2020-11-10,At TaʼIf,Makkah Al Mukarramah,4
Cases,2020-11-10,Al MajmaʻAh,Ar Riyad,2
Cases,2020-11-10,Ad Duwadimi,Ar Riyad,1
Cases,2020-11-10,Al Jubayl,Eastern Region,2
Cases,2020-11-10,Ad͟H D͟Hahran,Eastern Region,5
Cases,2020-11-10,Al Qahmah,Aseer,3
Cases,2020-11-10,Sabya,Jazan,1
Cases,2020-11-10,An Namas,Aseer,2
Cases,2020-11-10,Al Midhnab,Al Qaseem,3
Cases,2020-11-10,Al ʻIs,Al Madinah Al Munawwarah,1
Cases,2020-11-10,Qaryat Al 'Ulya,Eastern Region,4
Cases,2020-11-10,Wadi Ad Dawasir,Ar Riyad,5
Cases,2020-11-11,Al Asyah,Al Qaseem,3
Cases,2020-11-11,HaʼIl,Hail,7
Cases,2020-11-11,At TaʼIf,Makkah Al Mukarramah,3
Cases,2020-11-11,Abha,Aseer,1
Cases,2020-11-11,Khamis Mushayt,Aseer,3
Cases,2020-11-11,Al Hufuf,Eastern Region,15
Cases,2020-11-11,Ar Riyad,Ar Riyad,55
Cases,2020-11-11,Al Qatif,Eastern Region,1
Cases,2020-11-11,Tabalah,Aseer,1
Cases,2020-11-11,Al Qaysumah,Eastern Region,1
Cases,2020-11-11,D͟Hahran Al Janub,Aseer,4
Cases,2020-11-11,Adam,Makkah Al Mukarramah,1
Cases,2020-11-11,Al Mubarraz,Eastern Region,1
Cases,2020-11-11,Billasmar,Aseer,8
Cases,2020-11-12,Najran,Najran,4
Cases,2020-11-12,Al MajmaʻAh,Ar Riyad,2
Cases,2020-11-12,Yanbuʻ,Al Madinah Al Munawwarah,6
Cases,2020-11-12,Sarat ʻAbidah,Aseer,3
Cases,2020-11-12,Ad͟H D͟Hahran,Eastern Region,10
Cases,2020-11-12,Dariyyah,Al Qaseem,1
Cases,2020-11-12,Al Mikhwah,Al Bahah,4
Cases,2020-11-12,Samtah,Jazan,1
Cases,2020-11-12,As Sulayyil,Ar Riyad,1
Cases,2020-11-12,Al Midhnab,Al Qaseem,2
Cases,2020-11-12,Al Kharj,Ar Riyad,1
Cases,2020-11-12,Qaryat Al 'Ulya,Eastern Region,6
Cases,2020-11-12,Wadi Ad Dawasir,Ar Riyad,9
Cases,2020-11-13,Mawqaq,Hail,2
Cases,2020-11-13,At Tuwal,Jazan,1
Cases,2020-11-13,HaʼIl,Hail,4
Cases,2020-11-13,At TaʼIf,Makkah Al Mukarramah,3
Cases,2020-11-13,ʻAfif,Ar Riyad,1
Cases,2020-11-13,Ad Dilam,Ar Riyad,4
Cases,2020-11-13,Buqayq,Eastern Region,3
Cases,2020-11-13,Al Kamil,Makkah Al Mukarramah,1
Cases,2020-11-13,Khaybar,Al Madinah Al Munawwarah,3
Cases,2020-11-13,Al ʻUla,Al Madinah Al Munawwarah,1
Cases,2020-11-13,Al Muzahimiyyah,Ar Riyad,6
Cases,2020-11-13,An NuʻAyriyyah,Eastern Region,5
Cases,2020-11-13,Al Khafji,Eastern Region,1
Cases,2020-11-13,Al Kharj,Ar Riyad,1
Cases,2020-11-13,Qaryat Al 'Ulya,Eastern Region,7
Cases,2020-11-14,Tabuk,Tabuk,5
Cases,2020-11-14,At TaʼIf,Makkah Al Mukarramah,1
Cases,2020-11-14,Al Bahah,Al Bahah,1
Cases,2020-11-14,Ad Dilam,Ar Riyad,1
Cases,2020-11-14,Az Zulfi,Ar Riyad,1
Cases,2020-11-14,Al Qatif,Eastern Region,1
Cases,2020-11-14,Al Khurmah,Makkah Al Mukarramah,2
Cases,2020-11-14,Al Bijadiyyah,Ar Riyad,1
Cases,2020-11-14,An Namas,Aseer,1
Cases,2020-11-14,Al Qunfudhah,Makkah Al Mukarramah,1
Cases,2020-11-14,Taymaʼ,Tabuk,1
Cases,2020-11-14,Al Midhnab,Al Qaseem,1
Cases,2020-11-14,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-11-15,Al Harajah,Aseer,2
Cases,2020-11-15,An Nabhaniyyah,Al Qaseem,3
Cases,2020-11-15,Sikaka,Al Jawf,2
Cases,2020-11-15,ʻArʻAr,Northern Borders,3
Cases,2020-11-15,Al Hufuf,Eastern Region,7
Cases,2020-11-15,ʻUnayzah,Al Qaseem,1
Cases,2020-11-15,Al Qatif,Eastern Region,2
Cases,2020-11-15,Al Khafji,Eastern Region,1
Cases,2020-11-15,Al ʻIs,Al Madinah Al Munawwarah,2
Cases,2020-11-15,Al Hajrah,Al Bahah,4
Cases,2020-11-16,Khulays,Makkah Al Mukarramah,1
Cases,2020-11-16,Rafa'I' Al Jamsh,Ar Riyad,1
Cases,2020-11-16,Ahad Rifaydah,Aseer,2
Cases,2020-11-16,HaʼIl,Hail,21
Cases,2020-11-16,At TaʼIf,Makkah Al Mukarramah,10
Cases,2020-11-16,Jazan,Jazan,5
Cases,2020-11-16,Najran,Najran,6
Cases,2020-11-16,Al MajmaʻAh,Ar Riyad,3
Cases,2020-11-16,Ad Duwadimi,Ar Riyad,1
Cases,2020-11-16,Sarat ʻAbidah,Aseer,1
Cases,2020-11-16,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-11-16,Qusaybaʼ,Al Qaseem,1
Cases,2020-11-16,Khaybar,Al Madinah Al Munawwarah,2
Cases,2020-11-16,Sabya,Jazan,1
Cases,2020-11-16,Al ʻUla,Al Madinah Al Munawwarah,1
Cases,2020-11-16,Al ʻIs,Al Madinah Al Munawwarah,9
Cases,2020-11-16,Wadi Al Fara,Al Madinah Al Munawwarah,1
Cases,2020-11-16,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-11-17,Khulays,Makkah Al Mukarramah,1
Cases,2020-11-17,Ahad Rifaydah,Aseer,1
Cases,2020-11-17,Tabuk,Tabuk,4
Cases,2020-11-17,ʻArʻAr,Northern Borders,2
Cases,2020-11-17,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,29
Cases,2020-11-17,Al Khubar,Eastern Region,2
Cases,2020-11-17,Ad͟H D͟Hahran,Eastern Region,1
Cases,2020-11-17,Mahayil,Aseer,1
Cases,2020-11-17,Duruma,Ar Riyad,1
Cases,2020-11-17,Qilwah,Al Bahah,2
Cases,2020-11-17,Biljurashi,Al Bahah,10
Cases,2020-11-17,An NuʻAyriyyah,Eastern Region,1
Cases,2020-11-17,Al Hadithah Border Station,Al Jawf,1
Cases,2020-11-17,Wadi Al Fara,Al Madinah Al Munawwarah,1
Cases,2020-11-18,HaʼIl,Hail,13
Cases,2020-11-18,Buraydah,Al Qaseem,7
Cases,2020-11-18,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,24
Cases,2020-11-18,Khamis Mushayt,Aseer,7
Cases,2020-11-18,Al Hufuf,Eastern Region,5
Cases,2020-11-18,Ar Rass,Al Qaseem,1
Cases,2020-11-18,Dariyyah,Al Qaseem,1
Cases,2020-11-18,Al Bijadiyyah,Ar Riyad,1
Cases,2020-11-18,D͟Hahran Al Janub,Aseer,2
Cases,2020-11-18,Rafha,Northern Borders,1
Cases,2020-11-18,Al ʻIs,Al Madinah Al Munawwarah,7
Cases,2020-11-18,Al Mubarraz,Eastern Region,5
Cases,2020-11-19,Tabuk,Tabuk,5
Cases,2020-11-19,Buraydah,Al Qaseem,7
Cases,2020-11-19,Makkah Al Mukarramah,Makkah Al Mukarramah,6
Cases,2020-11-19,Khamis Mushayt,Aseer,4
Cases,2020-11-19,Najran,Najran,2
Cases,2020-11-19,Ad Dammam,Eastern Region,15
Cases,2020-11-19,Al Khubar,Eastern Region,1
Cases,2020-11-19,Az Zulfi,Ar Riyad,1
Cases,2020-11-19,Al Ghazalah,Hail,2
Cases,2020-11-19,Al ʻUyun,Eastern Region,1
Cases,2020-11-19,Khaybar,Al Madinah Al Munawwarah,2
Cases,2020-11-19,Al Midhnab,Al Qaseem,1
Cases,2020-11-19,Qaryat Al 'Ulya,Eastern Region,3
Cases,2020-11-19,Billasmar,Aseer,1
Cases,2020-11-20,Buraydah,Al Qaseem,5
Cases,2020-11-20,Najran,Najran,2
Cases,2020-11-20,Ad Dammam,Eastern Region,5
Cases,2020-11-20,Ar Riyad,Ar Riyad,63
Cases,2020-11-20,ʻUnayzah,Al Qaseem,6
Cases,2020-11-20,Al Qaysumah,Eastern Region,1
Cases,2020-11-20,Al ʻAqiq,Al Bahah,1
Cases,2020-11-21,Tabuk,Tabuk,3
Cases,2020-11-21,Ad Dilam,Ar Riyad,4
Cases,2020-11-21,Al Qurayyat,Al Jawf,2
Cases,2020-11-21,Yadamah,Najran,5
Cases,2020-11-21,Al Hajrah,Al Bahah,1
Cases,2020-11-21,Qaryat Al 'Ulya,Eastern Region,6
Cases,2020-11-22,Badr Al Janub,Najran,1
Cases,2020-11-22,HaʼIl,Hail,11
Cases,2020-11-22,Al Hufuf,Eastern Region,3
Cases,2020-11-22,Ad Duwadimi,Ar Riyad,1
Cases,2020-11-22,Az Zulfi,Ar Riyad,1
Cases,2020-11-22,Al Mikhwah,Al Bahah,1
Cases,2020-11-22,Al BadaʼIʻ,Al Qaseem,1
Cases,2020-11-22,As Sulayyil,Ar Riyad,1
Cases,2020-11-23,Mawqaq,Hail,1
Cases,2020-11-23,Khulays,Makkah Al Mukarramah,2
Cases,2020-11-23,Ad Darb,Jazan,1
Cases,2020-11-23,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,19
Cases,2020-11-23,Jazan,Jazan,4
Cases,2020-11-23,Najran,Najran,2
Cases,2020-11-23,Al MajmaʻAh,Ar Riyad,5
Cases,2020-11-23,ʻUnayzah,Al Qaseem,5
Cases,2020-11-23,Al Qatif,Eastern Region,4
Cases,2020-11-23,Al HaʼIt,Hail,4
Cases,2020-11-23,Al Qurayyat,Al Jawf,1
Cases,2020-11-23,ʻUyun Al Jiwaʼ,Al Qaseem,2
Cases,2020-11-23,Al BadaʼIʻ,Al Qaseem,2
Cases,2020-11-23,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,1
Cases,2020-11-23,Ahad Al Musarihah,Jazan,1
Cases,2020-11-23,An Namas,Aseer,1
Cases,2020-11-23,Wadi Ad Dawasir,Ar Riyad,12
Cases,2020-11-23,Al Jafr,Eastern Region,1
Cases,2020-11-24,At TaʼIf,Makkah Al Mukarramah,5
Cases,2020-11-24,Jazan,Jazan,2
Cases,2020-11-24,Yanbuʻ,Al Madinah Al Munawwarah,16
Cases,2020-11-24,Turayf,Northern Borders,1
Cases,2020-11-24,Buqayq,Eastern Region,3
Cases,2020-11-24,Al HaʼIt,Hail,1
Cases,2020-11-24,ʻUyun Al Jiwaʼ,Al Qaseem,3
Cases,2020-11-24,Khaybar,Al Madinah Al Munawwarah,1
Cases,2020-11-24,Laylá,Ar Riyad,1
Cases,2020-11-24,Al ʻIs,Al Madinah Al Munawwarah,2
Cases,2020-11-24,Fayfa,Jazan,2
Cases,2020-11-24,Wadi Al Fara,Al Madinah Al Munawwarah,1
Cases,2020-11-24,Wadi Ad Dawasir,Ar Riyad,7
Cases,2020-11-24,Al Mubarraz,Eastern Region,5
Cases,2020-11-25,Mawqaq,Hail,2
Cases,2020-11-25,Thuwal,Makkah Al Mukarramah,1
Cases,2020-11-25,Al Harajah,Aseer,2
Cases,2020-11-25,Tabuk,Tabuk,7
Cases,2020-11-25,Sikaka,Al Jawf,1
Cases,2020-11-25,ʻArʻAr,Northern Borders,2
Cases,2020-11-25,Makkah Al Mukarramah,Makkah Al Mukarramah,24
Cases,2020-11-25,Jazan,Jazan,2
Cases,2020-11-25,Al Hufuf,Eastern Region,6
Cases,2020-11-25,Jeddah,Makkah Al Mukarramah,29
Cases,2020-11-25,Ad Dilam,Ar Riyad,5
Cases,2020-11-25,Bishah,Aseer,1
Cases,2020-11-25,Yanbuʻ,Al Madinah Al Munawwarah,9
Cases,2020-11-25,Al Qatif,Eastern Region,3
Cases,2020-11-25,Yadamah,Najran,1
Cases,2020-11-25,Al Wajh,Tabuk,1
Cases,2020-11-25,Hafar Al Batin,Eastern Region,1
Cases,2020-11-25,Billasmar,Aseer,2
Cases,2020-11-26,Sikaka,Al Jawf,1
Cases,2020-11-26,ʻArʻAr,Northern Borders,2
Cases,2020-11-26,ʻAfif,Ar Riyad,1
Cases,2020-11-26,Al Khubar,Eastern Region,1
Cases,2020-11-26,Al Hufuf,Eastern Region,6
Cases,2020-11-26,Bishah,Aseer,2
Cases,2020-11-26,Yanbuʻ,Al Madinah Al Munawwarah,18
Cases,2020-11-26,ʻUnayzah,Al Qaseem,4
Cases,2020-11-26,Al Jubayl,Eastern Region,4
Cases,2020-11-26,Al Qatif,Eastern Region,4
Cases,2020-11-26,Buqayq,Eastern Region,4
Cases,2020-11-26,Al Qurayyat,Al Jawf,2
Cases,2020-11-26,Duruma,Ar Riyad,1
Cases,2020-11-26,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-11-26,Biljurashi,Al Bahah,1
Cases,2020-11-26,Al ʻAqiq,Al Bahah,3
Cases,2020-11-26,Al QuwayʻIyyah,Ar Riyad,1
Cases,2020-11-26,Al Midhnab,Al Qaseem,1
Cases,2020-11-26,Al Bukayriyyah,Al Qaseem,1
Cases,2020-11-26,Al ʻIs,Al Madinah Al Munawwarah,6
Cases,2020-11-26,Wadi Al Fara,Al Madinah Al Munawwarah,1
Cases,2020-11-26,Wadi Ad Dawasir,Ar Riyad,4
Cases,2020-11-27,Tabuk,Tabuk,8
Cases,2020-11-27,Sikaka,Al Jawf,1
Cases,2020-11-27,At TaʼIf,Makkah Al Mukarramah,7
Cases,2020-11-27,Ar Riyad,Ar Riyad,55
Cases,2020-11-27,Al Khurmah,Makkah Al Mukarramah,2
Cases,2020-11-27,Al HaʼIt,Hail,1
Cases,2020-11-27,Riyad Al Khabraʼ,Al Qaseem,2
Cases,2020-11-27,Al Mubarraz,Eastern Region,3
Cases,2020-11-28,Buraydah,Al Qaseem,8
Cases,2020-11-28,Jeddah,Makkah Al Mukarramah,19
Cases,2020-11-28,Ar Riyad,Ar Riyad,51
Cases,2020-11-28,Huraymilaʼ,Ar Riyad,1
Cases,2020-11-28,Al Midhnab,Al Qaseem,3
Cases,2020-11-28,Al ʻIs,Al Madinah Al Munawwarah,3
Cases,2020-11-28,Al Kharj,Ar Riyad,8
Cases,2020-11-28,Rijal Al Ma,Aseer,1
Cases,2020-11-29,Ahad Rifaydah,Aseer,1
Cases,2020-11-29,Tabuk,Tabuk,3
Cases,2020-11-29,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,18
Cases,2020-11-29,Abha,Aseer,7
Cases,2020-11-29,Ad Duwadimi,Ar Riyad,2
Cases,2020-11-29,Yanbuʻ,Al Madinah Al Munawwarah,10
Cases,2020-11-29,ʻUnayzah,Al Qaseem,6
Cases,2020-11-29,Ad͟H D͟Hahran,Eastern Region,1
Cases,2020-11-29,Al Qurayyat,Al Jawf,1
Cases,2020-11-29,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-11-29,Al Kharj,Ar Riyad,10
Cases,2020-11-29,Rijal Al Ma,Aseer,1
Cases,2020-11-29,Qaryat Al 'Ulya,Eastern Region,1
Cases,2020-11-30,ʻArʻAr,Northern Borders,2
Cases,2020-11-30,Makkah Al Mukarramah,Makkah Al Mukarramah,18
Cases,2020-11-30,Al Bahah,Al Bahah,1
Cases,2020-11-30,Khamis Mushayt,Aseer,2
Cases,2020-11-30,ʻAfif,Ar Riyad,1
Cases,2020-11-30,Al MajmaʻAh,Ar Riyad,4
Cases,2020-11-30,Jeddah,Makkah Al Mukarramah,20
Cases,2020-11-30,Yanbuʻ,Al Madinah Al Munawwarah,13
Cases,2020-11-30,Az Zulfi,Ar Riyad,1
Cases,2020-11-30,Al Qatif,Eastern Region,9
Cases,2020-11-30,Al Mikhwah,Al Bahah,1
Cases,2020-11-30,Al Qaysumah,Eastern Region,1
Cases,2020-11-30,Riyad Al Khabraʼ,Al Qaseem,9
Cases,2020-11-30,Al Majardah,Aseer,4
Cases,2020-11-30,Baysh,Jazan,2
Cases,2020-11-30,As Sulayyil,Ar Riyad,1
Cases,2020-11-30,Al Jafr,Eastern Region,1
Cases,2020-12-01,ʻUqlat As Suqur,Al Qaseem,1
Cases,2020-12-01,HaʼIl,Hail,6
Cases,2020-12-01,Al Khubar,Eastern Region,1
Cases,2020-12-01,Yanbuʻ,Al Madinah Al Munawwarah,9
Cases,2020-12-01,Ad͟H D͟Hahran,Eastern Region,5
Cases,2020-12-01,Al BadaʼIʻ,Al Qaseem,2
Cases,2020-12-01,Duruma,Ar Riyad,4
Cases,2020-12-01,Al ʻIs,Al Madinah Al Munawwarah,1
Cases,2020-12-01,Bani Hasan,Al Bahah,1
Cases,2020-12-02,Sikaka,Al Jawf,1
Cases,2020-12-02,ʻArʻAr,Northern Borders,2
Cases,2020-12-02,Jazan,Jazan,1
Cases,2020-12-02,Najran,Najran,6
Cases,2020-12-02,Ad Dammam,Eastern Region,6
Cases,2020-12-02,Abu ʻArish,Jazan,1
Cases,2020-12-02,Bishah,Aseer,2
Cases,2020-12-02,Ad͟H D͟Hahran,Eastern Region,1
Cases,2020-12-02,Al BadaʼIʻ,Al Qaseem,1
Cases,2020-12-02,D͟Hahran Al Janub,Aseer,1
Cases,2020-12-02,Al Lith,Makkah Al Mukarramah,3
Cases,2020-12-02,Fayfa,Jazan,1
Cases,2020-12-02,Wadi Ad Dawasir,Ar Riyad,1
Cases,2020-12-02,Al Mubarraz,Eastern Region,4
Cases,2020-12-03,Badr Al Janub,Najran,1
Cases,2020-12-03,Al ʻAridah,Jazan,1
Cases,2020-12-03,Tabuk,Tabuk,6
Cases,2020-12-03,Ar Riyad,Ar Riyad,57
Cases,2020-12-03,Bishah,Aseer,1
Cases,2020-12-03,Al Jubayl,Eastern Region,8
Cases,2020-12-03,Qusaybaʼ,Al Qaseem,1
Cases,2020-12-04,Sikaka,Al Jawf,1
Cases,2020-12-04,Makkah Al Mukarramah,Makkah Al Mukarramah,12
Cases,2020-12-04,Khamis Mushayt,Aseer,4
Cases,2020-12-04,Al Lith,Makkah Al Mukarramah,3
Cases,2020-12-04,Billasmar,Aseer,1
Cases,2020-12-05,Al Asyah,Al Qaseem,1
Cases,2020-12-05,Ar Riyad,Ar Riyad,36
Cases,2020-12-05,Bishah,Aseer,1
Cases,2020-12-05,Yanbuʻ,Al Madinah Al Munawwarah,21
Cases,2020-12-05,Ar Rass,Al Qaseem,2
Cases,2020-12-05,Ad͟H D͟Hahran,Eastern Region,1
Cases,2020-12-05,ʻUyun Al Jiwaʼ,Al Qaseem,2
Cases,2020-12-05,Hafar Al Batin,Eastern Region,1
Cases,2020-12-05,An NuʻAyriyyah,Eastern Region,1
Cases,2020-12-05,Wadi Ad Dawasir,Ar Riyad,5
Cases,2020-12-05,Al Mubarraz,Eastern Region,1
Cases,2020-12-06,Ad Dammam,Eastern Region,5
Cases,2020-12-06,Ar Riyad,Ar Riyad,28
Cases,2020-12-06,Ad͟H D͟Hahran,Eastern Region,2
Cases,2020-12-06,D͟Hahran Al Janub,Aseer,6
Cases,2020-12-06,Rijal Al Ma,Aseer,3
Cases,2020-12-06,Al Mubarraz,Eastern Region,1
Cases,2020-12-07,Tabuk,Tabuk,7
Cases,2020-12-07,Al MajmaʻAh,Ar Riyad,1
Cases,2020-12-07,Jeddah,Makkah Al Mukarramah,20
Cases,2020-12-07,Ar Riyad,Ar Riyad,31
Cases,2020-12-07,Bishah,Aseer,1
Cases,2020-12-07,Yanbuʻ,Al Madinah Al Munawwarah,12
Cases,2020-12-07,ʻUyun Al Jiwaʼ,Al Qaseem,1
Cases,2020-12-07,Duruma,Ar Riyad,3
Cases,2020-12-07,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,1
Cases,2020-12-07,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-12-07,Al Muzahimiyyah,Ar Riyad,1
Cases,2020-12-07,Al ʻIs,Al Madinah Al Munawwarah,1
Cases,2020-12-08,Khamis Mushayt,Aseer,3
Cases,2020-12-08,Abu ʻArish,Jazan,2
Cases,2020-12-08,Bishah,Aseer,1
Cases,2020-12-08,Al Kamil,Makkah Al Mukarramah,1
Cases,2020-12-08,Nifi,Ar Riyad,1
Cases,2020-12-08,Al QuwayʻIyyah,Ar Riyad,3
Cases,2020-12-08,An NuʻAyriyyah,Eastern Region,1
Cases,2020-12-08,Wadi Ad Dawasir,Ar Riyad,7
Cases,2020-12-09,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,9
Cases,2020-12-09,Najran,Najran,2
Cases,2020-12-09,Al Khubar,Eastern Region,1
Cases,2020-12-09,Al Hinakiyyah,Al Madinah Al Munawwarah,2
Cases,2020-12-09,Al ʻAqiq,Al Bahah,1
Cases,2020-12-09,Al Muzahimiyyah,Ar Riyad,1
Cases,2020-12-10,ʻUqlat As Suqur,Al Qaseem,1
Cases,2020-12-10,HaʼIl,Hail,3
Cases,2020-12-10,Makkah Al Mukarramah,Makkah Al Mukarramah,8
Cases,2020-12-10,At TaʼIf,Makkah Al Mukarramah,6
Cases,2020-12-10,Najran,Najran,3
Cases,2020-12-10,Al Hufuf,Eastern Region,3
Cases,2020-12-10,Mahayil,Aseer,2
Cases,2020-12-10,Duruma,Ar Riyad,1
Cases,2020-12-10,Rijal Al Ma,Aseer,1
Cases,2020-12-10,Qaryat Al 'Ulya,Eastern Region,2
Cases,2020-12-11,Khulays,Makkah Al Mukarramah,1
Cases,2020-12-11,Sikaka,Al Jawf,1
Cases,2020-12-11,ʻArʻAr,Northern Borders,2
Cases,2020-12-11,At TaʼIf,Makkah Al Mukarramah,3
Cases,2020-12-11,Az Zulfi,Ar Riyad,1
Cases,2020-12-11,Al Qatif,Eastern Region,3
Cases,2020-12-11,Al Qurayyat,Al Jawf,2
Cases,2020-12-11,Duruma,Ar Riyad,1
Cases,2020-12-11,Al Hariq,Ar Riyad,1
Cases,2020-12-11,Al Qunfudhah,Makkah Al Mukarramah,2
Cases,2020-12-12,Sikaka,Al Jawf,1
Cases,2020-12-12,HaʼIl,Hail,2
Cases,2020-12-12,Abha,Aseer,2
Cases,2020-12-12,Al Hufuf,Eastern Region,1
Cases,2020-12-12,Ad͟H D͟Hahran,Eastern Region,3
Cases,2020-12-12,Al Qurayyat,Al Jawf,2
Cases,2020-12-12,Al Artawiyyah,Ar Riyad,1
